OwnCar,OwnProperty,ChildrenCount,TotalIncome,IncomeType,EducationType,FamilyStatus,HousingType,FamilyMembers,Target,AccountLength,Age,Unemployed,YearsEmployed
1,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,15,60.92668632941561,1,0.0
1,1,0,135000.0,1.0,1.0,2.0,5.0,1,0,8,60.18471302265825,1,0.0
0,0,3,180000.0,3.0,3.0,4.0,5.0,5,0,23,37.449117674639226,0,19.214644527022816
0,1,0,216000.0,3.0,1.0,4.0,5.0,2,1,21,58.235321899369524,0,9.130926118213322
0,1,0,67500.0,1.0,1.0,2.0,5.0,1,0,21,64.94046074899605,1,0.0
1,0,1,351000.0,2.0,1.0,4.0,5.0,3,0,22,44.19806306636212,0,23.21472940219813
1,0,0,112500.0,4.0,1.0,4.0,5.0,2,0,4,53.47683626415071,0,6.382065601665744
0,0,2,225000.0,4.0,3.0,4.0,0.0,4,0,31,29.010882503324847,0,9.213063384644027
1,0,0,360000.0,3.0,3.0,4.0,5.0,2,0,32,27.129939102061712,0,2.045217934124543
0,0,0,315000.0,2.0,3.0,4.0,5.0,2,0,9,40.64699524767466,0,2.7981428764060015
0,0,0,135000.0,1.0,3.0,0.0,5.0,1,0,7,65.77004713994616,1,0.0
0,0,0,90000.0,1.0,1.0,0.0,5.0,1,0,3,63.32783241807321,1,0.0
0,0,1,360000.0,3.0,1.0,4.0,5.0,3,0,14,41.73668298232201,0,7.961839026016294
1,0,0,234000.0,2.0,2.0,4.0,5.0,2,0,11,29.525609372957263,0,5.29511577589942
1,0,0,180000.0,4.0,1.0,4.0,5.0,2,1,27,40.33487363523798,0,12.29594878467647
1,0,0,270000.0,3.0,3.0,4.0,5.0,2,1,20,28.93695896353721,0,1.546918517778269
1,0,0,166500.0,3.0,1.0,4.0,5.0,2,0,50,49.89565144777199,0,12.547836401730631
1,0,1,247500.0,3.0,1.0,4.0,5.0,3,0,56,50.47061231278692,0,6.798227751581313
0,0,0,157500.0,1.0,1.0,4.0,5.0,2,0,14,65.06092873976107,1,0.0
0,0,1,202500.0,4.0,1.0,4.0,5.0,3,0,29,35.346403654013194,0,4.547666651380009
0,0,0,180000.0,2.0,1.0,3.0,5.0,2,0,11,56.26676541391364,0,5.631878568265309
0,0,2,225000.0,3.0,3.0,0.0,5.0,3,0,39,35.40116183163366,0,16.296033659851783
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,15,57.35645314856099,1,0.0
0,0,0,153000.0,3.0,1.0,4.0,5.0,2,1,28,42.39651902264867,0,2.4641179929211363
1,0,0,135000.0,2.0,3.0,0.0,5.0,1,0,25,24.548091027256568,0,2.877542233955683
0,0,0,135000.0,3.0,0.0,3.0,5.0,2,0,1,27.368137174710757,0,9.295200651074731
0,0,0,306000.0,4.0,3.0,4.0,5.0,2,1,15,34.708470884734716,0,15.296696918278212
1,0,0,247500.0,3.0,1.0,0.0,5.0,1,0,30,33.7857955918298,0,9.128188209332299
0,0,0,225000.0,3.0,1.0,0.0,5.0,1,0,7,41.52860190736422,0,0.547581776204697
1,0,0,139500.0,3.0,1.0,4.0,5.0,2,0,57,50.19408351580355,0,22.29479201817424
1,0,1,247500.0,3.0,1.0,4.0,5.0,3,0,14,39.828360492248635,0,0.8761308419275152
1,0,0,90000.0,1.0,1.0,4.0,5.0,2,0,7,54.74722598494561,1,0.0
0,0,0,225000.0,3.0,1.0,3.0,5.0,2,0,8,59.49202207575931,0,11.633374835468787
1,0,0,180000.0,3.0,1.0,0.0,5.0,1,0,18,32.31006270495815,0,7.876963850704566
0,0,0,180000.0,4.0,1.0,2.0,5.0,1,0,23,49.777921365887984,0,0.9610060172392433
0,0,0,180000.0,3.0,1.0,4.0,5.0,2,0,35,54.34749128831618,0,4.799554268434169
1,0,1,112500.0,3.0,1.0,4.0,5.0,3,0,20,39.15483490751686,0,0.547581776204697
0,0,0,81000.0,4.0,1.0,0.0,5.0,1,1,33,25.889666378958076,0,5.7988910100077415
0,0,0,103500.0,1.0,1.0,4.0,5.0,2,0,16,55.09494041283559,1,0.0
0,0,0,54000.0,1.0,3.0,4.0,5.0,2,1,42,62.15600741699516,1,0.0
1,0,0,99000.0,1.0,3.0,4.0,5.0,2,0,18,66.22727792307708,1,0.0
1,0,0,87448.5,3.0,1.0,4.0,5.0,2,0,28,32.94799547423662,0,0.38056933446226443
1,0,0,216000.0,4.0,3.0,4.0,5.0,2,0,53,48.63621336250119,0,26.212739626918847
1,0,1,315000.0,2.0,3.0,4.0,0.0,3,0,49,32.00341691028352,0,1.9603427588128153
1,0,0,247500.0,2.0,1.0,4.0,5.0,2,0,31,38.670225035575704,0,0.632456951516425
1,0,1,180000.0,2.0,1.0,4.0,5.0,3,0,30,39.88038076098808,0,0.7994693932588576
0,0,1,90000.0,4.0,1.0,1.0,5.0,2,0,5,28.293550376496693,0,4.128766592583415
1,0,0,180000.0,3.0,1.0,4.0,0.0,2,0,28,33.22178636233897,0,0.547581776204697
1,0,0,360000.0,4.0,1.0,4.0,5.0,2,0,27,50.86213328277328,0,0.2956941591505364
1,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,7,59.166210918917514,1,0.0
1,0,0,337500.0,2.0,3.0,4.0,5.0,2,0,24,35.11641930800722,0,13.96059738433875
1,0,0,81000.0,3.0,1.0,4.0,2.0,2,0,15,56.86636745885778,0,2.877542233955683
1,0,0,58500.0,1.0,1.0,4.0,5.0,2,0,48,62.782988550749536,1,0.0
0,0,0,157500.0,1.0,1.0,4.0,5.0,2,0,47,62.19707605021051,1,0.0
0,0,0,90000.0,2.0,1.0,0.0,0.0,1,0,20,21.237959190099172,0,2.4641179929211363
1,0,1,99000.0,2.0,3.0,1.0,5.0,2,0,42,38.52785377376248,0,0.46544450977399243
1,0,0,326250.0,2.0,3.0,4.0,5.0,2,0,22,32.22518752964642,0,0.2956941591505364
1,0,2,292500.0,2.0,1.0,4.0,5.0,4,0,15,40.16512328461452,0,19.047632085280384
0,0,0,225000.0,1.0,1.0,4.0,5.0,2,0,16,55.932740530428774,1,0.0
0,0,0,211500.0,3.0,1.0,4.0,5.0,2,0,32,47.22619028877409,0,4.547666651380009
1,0,1,459000.0,4.0,3.0,4.0,2.0,3,0,32,43.36573876653098,0,5.212978509468716
0,0,0,225000.0,3.0,1.0,4.0,5.0,2,0,10,55.14696068157504,0,10.294537392648303
0,0,2,135000.0,3.0,1.0,4.0,5.0,4,0,30,41.079584850876365,0,2.4641179929211363
0,0,1,153000.0,3.0,2.0,4.0,5.0,3,0,1,32.529095415440025,0,1.9603427588128153
1,0,0,67500.0,3.0,1.0,4.0,5.0,2,0,26,31.225850788072847,0,5.29511577589942
1,0,0,45000.0,1.0,1.0,4.0,5.0,2,0,40,58.54196769404415,1,0.0
1,0,0,90000.0,3.0,1.0,4.0,5.0,2,0,38,42.615551733130545,0,10.962587159618034
0,0,0,90000.0,3.0,1.0,0.0,0.0,1,1,46,27.1052979221325,0,0.46544450977399243
1,0,0,90000.0,3.0,1.0,4.0,5.0,2,0,49,50.574652850265814,0,4.547666651380009
0,0,1,135000.0,3.0,1.0,4.0,5.0,3,0,24,35.82279979931128,0,2.7981428764060015
0,0,0,180000.0,3.0,3.0,4.0,5.0,2,1,11,29.755593718963237,0,3.466192643375732
1,0,0,180000.0,2.0,1.0,4.0,2.0,2,0,47,38.56070868033476,0,7.381402343239316
0,0,1,225000.0,3.0,3.0,4.0,5.0,3,0,2,28.76994652179478,0,4.465529384949304
0,0,0,90000.0,3.0,1.0,4.0,5.0,2,0,32,47.51640863016258,0,8.961175767589866
1,0,0,135000.0,3.0,1.0,0.0,5.0,1,0,40,50.730713656484156,0,3.296442292752276
1,0,0,166500.0,2.0,2.0,0.0,5.0,1,0,42,28.934221054656188,0,5.547003392953581
1,0,0,135000.0,4.0,3.0,0.0,5.0,1,0,5,31.93496918825793,0,4.465529384949304
0,0,0,135000.0,3.0,1.0,0.0,5.0,1,0,18,43.620364292466164,0,9.798975885183053
1,0,1,234000.0,3.0,1.0,4.0,5.0,3,0,20,35.14379839681745,0,13.295285526250042
1,0,0,270000.0,3.0,2.0,0.0,5.0,1,0,19,23.74314581623566,0,3.466192643375732
0,0,0,405000.0,2.0,3.0,4.0,5.0,2,1,30,37.487448398973555,0,0.547581776204697
1,0,1,225000.0,3.0,1.0,4.0,5.0,3,0,59,41.733945073440985,0,19.8772184762305
1,0,2,157500.0,2.0,3.0,1.0,1.0,3,0,45,37.00010061815138,0,3.7153423515488693
0,0,1,135000.0,4.0,3.0,4.0,5.0,3,1,27,25.88419056119603,0,2.7981428764060015
0,0,0,135000.0,2.0,1.0,4.0,5.0,2,0,11,36.35121621334881,0,2.7981428764060015
0,0,0,139500.0,3.0,1.0,3.0,5.0,2,1,42,25.20245124982118,0,1.9603427588128153
0,0,0,36900.0,1.0,3.0,4.0,5.0,2,0,41,61.82472044239132,1,0.0
0,0,1,157500.0,3.0,1.0,4.0,5.0,3,0,21,27.617286882883892,0,7.961839026016294
0,0,0,225000.0,2.0,1.0,4.0,5.0,2,0,47,28.97528968787154,0,3.5483299098064367
1,0,0,315000.0,3.0,1.0,4.0,3.0,2,1,11,29.654291090365366,0,2.2122303758669757
0,0,0,126000.0,2.0,3.0,4.0,5.0,2,0,20,27.57348034078752,0,2.877542233955683
1,0,0,81000.0,3.0,1.0,4.0,5.0,2,0,20,43.15765769157319,0,23.548754285682996
1,0,2,72000.0,3.0,1.0,4.0,5.0,4,0,40,33.75841650301957,0,5.960427633988127
1,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,17,47.781985791621864,0,10.713437451444896
1,0,0,337500.0,3.0,1.0,4.0,5.0,2,0,8,39.64218268833904,0,2.7981428764060015
1,0,1,202500.0,3.0,2.0,4.0,5.0,3,0,36,32.15673980762083,0,0.632456951516425
0,0,0,112500.0,1.0,1.0,3.0,5.0,2,0,21,63.71661547917854,1,0.0
0,0,1,180000.0,2.0,0.0,4.0,5.0,3,0,22,29.952723158396925,0,6.798227751581313
0,0,0,157500.0,3.0,3.0,1.0,5.0,1,0,13,47.19333538220181,0,8.213726643070455
1,0,0,225000.0,3.0,3.0,0.0,5.0,1,0,44,55.3057593966744,0,2.7981428764060015
0,0,0,103500.0,1.0,1.0,0.0,5.0,1,0,20,64.17384626230947,1,0.0
1,0,1,157500.0,3.0,1.0,4.0,5.0,3,0,30,30.9055154489931,0,5.212978509468716
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,12,40.729132514105366,0,5.7140158346960135
0,0,1,157500.0,2.0,3.0,4.0,5.0,3,0,6,33.049298102834484,0,2.5462552593518413
0,0,0,225000.0,3.0,1.0,4.0,5.0,2,0,18,25.062817896888983,0,2.877542233955683
0,0,0,315000.0,3.0,3.0,1.0,5.0,1,0,47,37.53125494106993,0,5.29511577589942
1,0,0,180000.0,3.0,1.0,4.0,5.0,2,0,25,27.305165270447215,0,3.2143050263215716
1,0,2,292500.0,2.0,3.0,4.0,5.0,4,0,29,35.29712129415477,0,4.714679093122442
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,1,45,51.0045045445865,1,0.0
0,0,0,180000.0,3.0,3.0,4.0,5.0,2,0,31,48.78679835095748,0,6.713352576269585
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,31,42.43484974698299,0,2.3792428176094083
0,0,1,157500.0,3.0,3.0,4.0,5.0,3,0,18,37.095927428987196,0,7.876963850704566
1,0,0,360000.0,3.0,3.0,3.0,5.0,2,1,47,32.419579060199084,0,8.465614260124616
0,0,1,135000.0,3.0,1.0,4.0,0.0,3,0,28,25.40779441589794,0,5.29511577589942
1,0,2,135000.0,3.0,1.0,4.0,5.0,4,0,32,30.138900962306522,0,0.2956941591505364
0,0,0,216000.0,2.0,1.0,4.0,5.0,2,1,6,53.61099379932086,0,4.876215717102827
1,0,1,225000.0,2.0,3.0,4.0,0.0,3,1,22,34.325163641391434,0,10.294537392648303
1,0,0,180000.0,3.0,1.0,4.0,5.0,2,0,31,59.749385510575515,0,13.96059738433875
0,0,1,135000.0,3.0,1.0,4.0,5.0,3,1,28,27.62276270064594,0,7.548414784981748
1,0,1,67500.0,2.0,1.0,4.0,5.0,3,0,14,30.538635658935952,0,0.632456951516425
0,0,4,202500.0,3.0,0.0,4.0,5.0,6,0,5,35.38747228722854,0,5.7988910100077415
1,0,0,126000.0,3.0,1.0,1.0,5.0,1,0,42,56.81160928123732,0,1.2128936342934038
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,48,40.66889851872285,0,9.63196344344062
0,0,0,157500.0,3.0,1.0,4.0,5.0,2,0,45,51.69445758260442,0,8.632626701867048
0,0,0,108000.0,3.0,1.0,0.0,5.0,1,0,43,55.66168755120745,0,23.548754285682996
1,1,0,180000.0,4.0,3.0,4.0,5.0,2,0,47,27.628238518407986,0,1.7604754104981009
0,1,0,121500.0,1.0,3.0,2.0,5.0,1,0,25,66.34227009608007,1,0.0
0,0,0,67500.0,2.0,1.0,3.0,5.0,2,0,33,25.52552449778195,0,3.6852253538576107
0,0,1,112500.0,3.0,1.0,1.0,0.0,2,1,18,24.594635478233965,0,3.8467619778379962
0,1,0,135000.0,3.0,1.0,2.0,5.0,1,0,2,41.86810260861113,0,9.09807121164104
1,0,0,31531.5,1.0,1.0,4.0,5.0,2,0,47,60.518737906143116,1,0.0
0,1,1,117000.0,3.0,1.0,3.0,1.0,3,0,2,28.14022747915938,0,4.432674478377022
0,1,0,247500.0,2.0,3.0,3.0,5.0,2,0,22,43.79285255197064,0,1.0979014612904174
1,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,53,60.3544633732817,1,0.0
1,1,2,94500.0,4.0,1.0,4.0,5.0,4,0,14,38.752362302006404,0,18.097577703565236
1,0,5,112500.0,3.0,1.0,4.0,5.0,7,0,24,33.134173278146214,0,3.6852253538576107
0,1,0,112500.0,1.0,1.0,2.0,5.0,1,0,38,58.196991175035194,1,0.0
1,1,0,135000.0,3.0,2.0,4.0,5.0,2,0,23,26.683659954454885,0,0.6844772202558712
1,1,0,166500.0,3.0,1.0,3.0,5.0,2,0,40,40.10762719811303,0,8.599771795294766
0,1,0,225000.0,3.0,1.0,4.0,0.0,2,0,56,44.10771207328834,0,1.0979014612904174
0,0,0,99000.0,1.0,1.0,0.0,5.0,1,0,33,59.76855087274268,1,0.0
0,1,0,135000.0,3.0,3.0,4.0,0.0,2,0,19,40.34034945300003,0,8.684646970606494
0,1,0,49500.0,1.0,1.0,4.0,5.0,2,0,40,58.5118506963529,1,0.0
1,1,2,157500.0,2.0,3.0,4.0,5.0,4,0,23,37.19175423982302,0,17.350128579045826
1,1,2,225000.0,4.0,2.0,4.0,5.0,4,0,2,40.11857883363712,0,22.097662578740547
0,1,0,225000.0,2.0,1.0,0.0,5.0,1,0,22,29.90891661630055,0,0.26557716145927807
0,1,0,180000.0,1.0,1.0,2.0,5.0,1,1,40,64.12456390245104,1,0.0
0,1,0,99000.0,2.0,3.0,0.0,5.0,1,0,32,28.06904184825277,0,3.7618868025262686
1,0,1,166500.0,2.0,1.0,3.0,5.0,3,0,22,38.38274460306824,0,10.68332045375364
0,1,0,202500.0,1.0,1.0,4.0,5.0,2,0,55,63.804228563371296,1,0.0
1,1,0,126000.0,1.0,0.0,2.0,5.0,1,0,11,53.93954286504368,1,0.0
1,1,1,90000.0,2.0,1.0,4.0,5.0,3,0,41,40.43891417271687,0,0.5996020449441433
0,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,25,56.025829432383574,0,6.349210695093462
0,1,0,202500.0,3.0,3.0,4.0,0.0,2,0,6,26.481054697259147,0,7.2664101702363295
0,1,0,105750.0,3.0,1.0,4.0,5.0,2,0,16,45.28227498324742,0,0.6844772202558712
1,1,0,337500.0,3.0,3.0,4.0,5.0,2,1,7,64.91855747794786,0,20.517889154389998
0,1,0,180000.0,1.0,3.0,2.0,5.0,1,0,48,61.38117920366551,1,0.0
1,1,2,112500.0,2.0,1.0,4.0,5.0,4,1,27,36.86046726521918,0,3.2663252950610175
0,0,0,90000.0,3.0,3.0,4.0,5.0,2,1,40,33.96649757797736,0,4.098649594892157
0,1,0,108000.0,3.0,1.0,4.0,5.0,2,0,24,43.79832836973269,0,20.098989095593403
1,1,0,202500.0,2.0,1.0,4.0,3.0,2,0,22,28.69876089088817,0,7.2664101702363295
0,1,0,157500.0,3.0,1.0,1.0,5.0,1,1,49,52.28584590090549,0,1.845350585809829
1,1,0,189000.0,1.0,1.0,1.0,5.0,1,0,22,54.78829461816096,1,0.0
1,1,0,720000.0,2.0,3.0,1.0,5.0,1,0,50,56.923863545359275,0,13.180293353247057
1,0,1,166500.0,4.0,3.0,4.0,5.0,3,0,33,39.669561777149276,0,15.93189177867566
0,0,2,112500.0,2.0,1.0,4.0,5.0,4,0,47,33.372371350795255,0,0.8460138442362569
1,1,0,121500.0,4.0,1.0,4.0,5.0,2,0,36,54.72532271389742,0,8.84618359458688
1,1,0,135000.0,3.0,3.0,4.0,5.0,2,0,43,32.159477716501854,0,1.0979014612904174
1,0,1,225000.0,3.0,1.0,0.0,5.0,2,0,10,38.062409263988485,0,4.3505372119463175
0,1,2,166500.0,3.0,1.0,4.0,5.0,4,0,2,30.127949326782428,0,7.51829778729049
1,0,0,135000.0,2.0,1.0,0.0,5.0,1,0,22,25.550165677711163,0,4.098649594892157
0,1,0,238500.0,2.0,2.0,3.0,5.0,2,0,3,48.45277346747262,0,5.180123602896433
1,1,1,180000.0,2.0,1.0,0.0,5.0,2,0,41,31.06978998185451,0,3.9316371531497243
0,1,0,184500.0,2.0,1.0,4.0,5.0,2,0,38,36.51549074621022,0,7.099397728493897
0,0,0,90000.0,1.0,1.0,2.0,5.0,1,0,8,63.62900239498579,1,0.0
0,1,0,90000.0,1.0,1.0,4.0,5.0,2,0,33,56.64459683949488,1,0.0
1,1,0,157500.0,3.0,1.0,0.0,5.0,1,0,17,29.339431569047665,0,3.43333773680345
0,1,0,450000.0,2.0,3.0,4.0,5.0,2,0,11,45.18097235464955,0,2.8474252362644243
0,1,0,90000.0,2.0,1.0,4.0,5.0,2,0,20,41.40813391659919,0,1.180038727721122
1,1,0,225000.0,3.0,3.0,4.0,5.0,2,0,12,45.419170427298596,0,4.098649594892157
0,0,0,135000.0,4.0,1.0,0.0,5.0,1,0,11,56.47484648887143,0,3.518212912115178
1,1,0,360000.0,3.0,1.0,4.0,5.0,2,0,27,55.26742867234007,0,2.264250644606422
0,1,0,193500.0,2.0,2.0,0.0,5.0,1,0,17,24.83283355088301,0,1.0979014612904174
0,1,1,81000.0,3.0,1.0,3.0,5.0,3,1,38,45.42464624506064,0,22.598699903967844
1,1,0,247500.0,3.0,1.0,4.0,5.0,2,1,31,63.5605546729602,0,1.4319263447752826
0,1,1,225000.0,3.0,1.0,4.0,5.0,3,0,33,44.47459186334549,0,3.43333773680345
1,0,1,135000.0,3.0,1.0,4.0,5.0,3,1,26,23.956702708955493,0,4.3505372119463175
0,0,0,450000.0,3.0,1.0,4.0,5.0,2,0,11,50.17491815363638,0,7.931722028325036
1,1,1,270000.0,2.0,3.0,3.0,5.0,3,1,13,32.7946725768993,0,4.265662036634589
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,12,58.19972908391622,1,0.0
0,1,0,99000.0,2.0,1.0,0.0,5.0,1,0,44,26.71925276990819,0,6.598360403266599
0,0,0,157500.0,3.0,1.0,0.0,3.0,1,0,27,27.35444763030564,0,2.0972382028639895
1,1,0,112500.0,2.0,1.0,4.0,5.0,2,0,4,54.807459980328126,0,4.742058181932676
1,1,0,157500.0,1.0,1.0,4.0,5.0,2,0,22,62.36956430971499,1,0.0
0,0,0,315000.0,3.0,1.0,4.0,5.0,2,0,15,29.73369044791505,0,2.7406467899045084
0,1,0,112500.0,4.0,3.0,3.0,0.0,2,0,0,24.476905396349956,0,1.4894224312767759
0,0,0,180000.0,3.0,1.0,4.0,5.0,2,0,10,28.225102654471108,0,4.408033298447811
1,1,1,225000.0,2.0,1.0,0.0,5.0,2,0,59,40.90162077360984,0,14.740901415430443
0,0,1,225000.0,3.0,3.0,4.0,5.0,3,0,38,49.53698538435791,0,6.825606840391548
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,34,37.03021761584264,0,2.699578156689156
0,1,1,180000.0,3.0,1.0,4.0,5.0,3,0,7,36.9097496250776,0,0.40794842327249925
0,0,0,283500.0,2.0,1.0,4.0,2.0,2,0,18,48.26933357244404,0,13.908577115599304
1,1,0,360000.0,1.0,1.0,4.0,2.0,2,0,28,64.0615919981875,1,0.0
0,0,2,144000.0,3.0,1.0,4.0,5.0,4,0,28,46.54718888628027,0,13.70049604064152
0,0,0,90000.0,3.0,1.0,4.0,5.0,2,1,33,38.45666814285587,0,3.5757089986166712
1,1,0,450000.0,3.0,1.0,0.0,5.0,1,0,6,43.69702574113482,0,9.785286340777935
0,1,1,360000.0,3.0,1.0,3.0,5.0,3,0,42,31.551661944914642,0,6.9926192821339805
0,1,0,315000.0,3.0,1.0,4.0,5.0,2,0,35,35.436754647086964,0,11.03103488164362
1,1,0,247500.0,3.0,1.0,4.0,4.0,2,0,33,30.34971994614533,0,7.619600415888359
0,1,2,67500.0,3.0,1.0,4.0,5.0,4,1,53,42.75792299494376,0,13.95238365769568
0,1,2,337500.0,2.0,1.0,4.0,5.0,4,0,17,26.645329230120556,0,0.366879790057147
1,1,2,450000.0,2.0,3.0,4.0,5.0,4,1,56,48.847032346339994,0,11.786697732806102
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,44,50.629411027886285,0,25.952638283221614
1,1,0,225000.0,2.0,1.0,1.0,5.0,1,0,13,25.68979903064336,0,1.1143289145765585
1,1,2,202500.0,3.0,3.0,4.0,5.0,4,0,40,34.39908718117906,0,5.826270098817976
0,0,0,90000.0,3.0,1.0,4.0,5.0,2,0,21,29.999267609374325,0,3.3238213815625106
0,0,0,76500.0,3.0,3.0,4.0,5.0,2,0,51,64.04242663602034,0,4.4901705648785155
0,1,0,360000.0,2.0,3.0,3.0,5.0,2,1,7,48.726564355574965,0,9.74147979868156
1,1,0,468000.0,4.0,1.0,4.0,5.0,2,0,57,40.75924951179662,0,8.534061982150202
1,1,0,112500.0,2.0,1.0,0.0,5.0,1,0,16,52.85259303927735,0,3.742721440359104
1,1,0,202500.0,2.0,1.0,4.0,5.0,2,0,6,34.3799218190119,0,0.5749608650149318
1,1,0,157500.0,4.0,1.0,4.0,5.0,2,0,35,43.6477433812764,0,4.785864724029052
0,1,1,112500.0,3.0,1.0,4.0,5.0,3,0,26,26.861624031721412,0,2.365553273204291
0,1,0,202500.0,1.0,1.0,4.0,5.0,2,0,40,51.34126733695239,1,0.0
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,1,21,57.33728778639382,1,0.0
1,1,0,270000.0,4.0,3.0,4.0,5.0,2,1,42,44.95920173528665,0,22.532990090823283
1,1,2,180000.0,3.0,3.0,4.0,5.0,4,0,57,53.608255890439835,0,3.3676279236588864
0,1,0,225000.0,4.0,1.0,4.0,5.0,2,0,50,54.28178147517161,0,6.406706781594955
0,1,0,270000.0,1.0,1.0,4.0,5.0,2,0,10,49.9202926277012,1,0.0
0,0,0,171000.0,4.0,1.0,0.0,5.0,1,0,17,53.5808768016296,0,4.449101931663163
1,0,0,180000.0,3.0,3.0,4.0,2.0,2,0,27,49.057851330178806,0,5.489507306452087
0,0,1,99000.0,3.0,1.0,4.0,5.0,3,0,2,42.782564174872974,0,1.1553975477919107
0,1,0,189000.0,2.0,3.0,0.0,5.0,1,0,28,22.20717893398149,0,0.7857798488537402
0,0,0,97650.0,1.0,3.0,1.0,2.0,1,0,5,60.74324643438704,1,0.0
1,0,1,360000.0,3.0,1.0,4.0,5.0,3,1,14,32.997277834095044,0,12.660090665852595
0,1,1,162000.0,4.0,3.0,3.0,5.0,3,0,5,41.14255675513991,0,0.24093598153006668
0,1,2,135000.0,2.0,1.0,4.0,5.0,4,0,32,41.99678432601924,0,0.44901705648785156
1,1,0,261000.0,3.0,3.0,0.0,0.0,1,0,13,22.330384833627544,0,0.8268484820690924
1,1,0,360000.0,2.0,3.0,4.0,5.0,2,0,47,47.60949753211738,0,5.785201465602624
0,1,0,81000.0,2.0,1.0,0.0,5.0,1,0,28,27.012209020177703,0,7.0720186396836615
0,1,0,135000.0,2.0,1.0,4.0,5.0,2,0,30,51.70814712700954,0,6.9077441068222525
0,1,2,225000.0,3.0,1.0,4.0,5.0,4,1,44,45.93663520581203,0,0.9089857484997971
1,1,0,157500.0,2.0,1.0,4.0,5.0,2,1,22,49.72042527938649,0,2.8255219652162364
1,1,0,157500.0,2.0,1.0,3.0,5.0,2,0,38,27.217552186254466,0,5.448438673236735
1,1,1,202500.0,2.0,3.0,4.0,5.0,3,0,35,24.131928877340997,0,2.2396094646772107
1,0,2,180000.0,3.0,3.0,4.0,5.0,4,0,49,34.79608396892747,0,8.742143057107988
1,1,1,202500.0,2.0,1.0,3.0,5.0,3,0,32,32.55373659536924,0,2.0287904808384023
0,1,1,202500.0,3.0,1.0,4.0,5.0,3,0,34,36.75916463662131,0,18.489098673551595
0,1,0,202500.0,1.0,3.0,4.0,5.0,2,0,15,64.80630321382588,1,0.0
1,1,0,144000.0,1.0,1.0,2.0,5.0,1,0,5,57.293481244297446,1,0.0
1,1,1,112500.0,3.0,1.0,4.0,5.0,3,1,59,44.36507550810455,0,2.5325657149467236
1,0,0,180000.0,2.0,2.0,0.0,0.0,1,0,27,26.114174907202,0,0.5338922317995796
1,1,0,157500.0,3.0,1.0,0.0,5.0,1,0,12,44.304841512722035,0,4.282089489920731
0,1,1,135000.0,3.0,1.0,0.0,5.0,2,0,17,47.406892274921645,0,5.826270098817976
1,0,0,112500.0,3.0,1.0,3.0,0.0,2,0,5,23.179136586744825,0,1.3224099895343433
1,1,2,225000.0,3.0,3.0,0.0,5.0,3,0,6,47.84769560476642,0,1.908322490073369
1,1,0,135000.0,3.0,4.0,4.0,5.0,2,0,39,61.715204087150376,0,0.5338922317995796
0,1,0,90000.0,4.0,1.0,4.0,5.0,2,0,26,53.28244473359804,0,14.029045106364338
1,1,0,185400.0,1.0,1.0,2.0,5.0,1,0,55,64.57084305005787,1,0.0
1,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,52,62.487294391599,0,2.784453332000884
0,1,1,270000.0,2.0,2.0,4.0,5.0,3,0,11,34.06780020657522,0,3.200615481916454
0,1,0,157500.0,4.0,3.0,4.0,5.0,2,0,54,60.724081072219874,0,20.868341491161004
1,1,1,225000.0,3.0,3.0,4.0,5.0,3,0,11,45.95032475021715,0,9.448523548412046
0,1,0,315000.0,2.0,1.0,0.0,5.0,1,0,6,34.84536632878589,0,6.784538207176196
1,1,0,315000.0,3.0,2.0,4.0,5.0,2,0,25,29.172419127305233,0,3.953540424197912
0,1,0,90000.0,1.0,1.0,1.0,5.0,1,0,10,53.25232773590678,1,0.0
0,1,0,67500.0,2.0,3.0,1.0,5.0,1,1,53,51.888849113157086,0,1.366216531630719
0,1,0,157500.0,3.0,1.0,3.0,1.0,2,0,19,36.698930641238796,0,10.699747907039779
0,1,1,117000.0,2.0,1.0,3.0,5.0,3,0,17,46.02151038112376,0,14.365807898730226
1,1,2,112500.0,3.0,1.0,4.0,5.0,4,0,25,35.58733963554326,0,2.5325657149467236
0,1,2,76500.0,3.0,3.0,4.0,5.0,4,0,20,30.63993828753382,0,2.0287904808384023
1,0,2,166500.0,2.0,3.0,4.0,5.0,4,0,16,33.709134143161144,0,3.2827527483471584
0,1,0,135000.0,3.0,1.0,3.0,5.0,2,0,51,43.58750938589388,0,18.78479283270213
1,1,1,135000.0,2.0,3.0,4.0,5.0,3,0,39,42.385567387124574,0,7.868750124061496
